locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOLPKDDJ_02713	gene	975	yqjG			
BOLPKDDJ_02713	mRNA	975	yqjG			
BOLPKDDJ_02713	CDS	975	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
BOLPKDDJ_02714	gene	1398	cysG_2			
BOLPKDDJ_02714	mRNA	1398	cysG_2			
BOLPKDDJ_02714	CDS	1398	cysG_2		COG0007	Siroheme synthase
BOLPKDDJ_02715	gene	1281	serS			
BOLPKDDJ_02715	mRNA	1281	serS			
BOLPKDDJ_02715	CDS	1281	serS	6.1.1.11	COG0172	Serine--tRNA ligase
BOLPKDDJ_02716	gene	1326	rarA			
BOLPKDDJ_02716	mRNA	1326	rarA			
BOLPKDDJ_02716	CDS	1326	rarA		COG2256	Replication-associated recombination protein A
BOLPKDDJ_02717	gene	627	lolA			
BOLPKDDJ_02717	mRNA	627	lolA			
BOLPKDDJ_02717	CDS	627	lolA		COG2834	Outer-membrane lipoprotein carrier protein
BOLPKDDJ_02718	gene	2436	ftsK			
BOLPKDDJ_02718	mRNA	2436	ftsK			
BOLPKDDJ_02718	CDS	2436	ftsK		COG1674	DNA translocase FtsK
BOLPKDDJ_02719	gene	951				
BOLPKDDJ_02719	mRNA	951				
BOLPKDDJ_02719	CDS	951		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
BOLPKDDJ_02720	gene	681	aat			
BOLPKDDJ_02720	mRNA	681	aat			
BOLPKDDJ_02720	CDS	681	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
BOLPKDDJ_02721	gene	708	bpt			
BOLPKDDJ_02721	mRNA	708	bpt			
BOLPKDDJ_02721	CDS	708	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
BOLPKDDJ_02722	gene	219	infA			
BOLPKDDJ_02722	mRNA	219	infA			
BOLPKDDJ_02722	CDS	219	infA		COG0361	Translation initiation factor IF-1
BOLPKDDJ_02723	gene	2277	clpA			
BOLPKDDJ_02723	mRNA	2277	clpA			
BOLPKDDJ_02723	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
BOLPKDDJ_02724	gene	369	clpS			
BOLPKDDJ_02724	mRNA	369	clpS			
BOLPKDDJ_02724	CDS	369	clpS			ATP-dependent Clp protease adapter protein ClpS
BOLPKDDJ_02725	gene	273	cspD			
BOLPKDDJ_02725	mRNA	273	cspD			
BOLPKDDJ_02725	CDS	273	cspD		COG1278	Cold shock-like protein CspD
BOLPKDDJ_02726	gene	1332	icd_1			
BOLPKDDJ_02726	mRNA	1332	icd_1			
BOLPKDDJ_02726	CDS	1332	icd_1	1.1.1.42		Isocitrate dehydrogenase [NADP]
BOLPKDDJ_02727	gene	2226	icd_2			
BOLPKDDJ_02727	mRNA	2226	icd_2			
BOLPKDDJ_02727	CDS	2226	icd_2	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
BOLPKDDJ_02728	gene	471	nudJ			
BOLPKDDJ_02728	mRNA	471	nudJ			
BOLPKDDJ_02728	CDS	471	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
BOLPKDDJ_02729	gene	1128	mnmA			
BOLPKDDJ_02729	mRNA	1128	mnmA			
BOLPKDDJ_02729	CDS	1128	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
BOLPKDDJ_02730	gene	621	hflD			
BOLPKDDJ_02730	mRNA	621	hflD			
BOLPKDDJ_02730	CDS	621	hflD		COG2915	High frequency lysogenization protein HflD
BOLPKDDJ_02731	gene	891	cntI_1			
BOLPKDDJ_02731	mRNA	891	cntI_1			
BOLPKDDJ_02731	CDS	891	cntI_1			Pseudopaline exporter CntI
BOLPKDDJ_02732	gene	1371	purB_1			
BOLPKDDJ_02732	mRNA	1371	purB_1			
BOLPKDDJ_02732	CDS	1371	purB_1	4.3.2.2	COG0015	Adenylosuccinate lyase
BOLPKDDJ_02733	gene	1170	roxA			
BOLPKDDJ_02733	mRNA	1170	roxA			
BOLPKDDJ_02733	CDS	1170	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
BOLPKDDJ_02734	gene	426				
BOLPKDDJ_02734	mRNA	426				
BOLPKDDJ_02734	CDS	426		2.3.1.-		Acetyltransferase
BOLPKDDJ_02735	gene	621				
BOLPKDDJ_02735	mRNA	621				
BOLPKDDJ_02735	CDS	621				hypothetical protein
BOLPKDDJ_02736	gene	822				
BOLPKDDJ_02736	mRNA	822				
BOLPKDDJ_02736	CDS	822				hypothetical protein
BOLPKDDJ_02737	gene	1596				
BOLPKDDJ_02737	mRNA	1596				
BOLPKDDJ_02737	CDS	1596		4.1.3.1	COG2224	Isocitrate lyase
BOLPKDDJ_02738	gene	2019				
BOLPKDDJ_02738	mRNA	2019				
BOLPKDDJ_02738	CDS	2019				hypothetical protein
BOLPKDDJ_02739	gene	516				
BOLPKDDJ_02739	mRNA	516				
BOLPKDDJ_02739	CDS	516				hypothetical protein
BOLPKDDJ_02740	gene	414	ndhC_2			
BOLPKDDJ_02740	mRNA	414	ndhC_2			
BOLPKDDJ_02740	CDS	414	ndhC_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
BOLPKDDJ_02741	gene	678	nuoB			
BOLPKDDJ_02741	mRNA	678	nuoB			
BOLPKDDJ_02741	CDS	678	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
BOLPKDDJ_02742	gene	1782	nuoC			
BOLPKDDJ_02742	mRNA	1782	nuoC			
BOLPKDDJ_02742	CDS	1782	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
BOLPKDDJ_02743	gene	501	nuoE			
BOLPKDDJ_02743	mRNA	501	nuoE			
BOLPKDDJ_02743	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
BOLPKDDJ_02744	gene	1347	nuoF			
BOLPKDDJ_02744	mRNA	1347	nuoF			
BOLPKDDJ_02744	CDS	1347	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
BOLPKDDJ_02745	gene	2718	nuoG			
BOLPKDDJ_02745	mRNA	2718	nuoG			
BOLPKDDJ_02745	CDS	2718	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
BOLPKDDJ_02746	gene	996	nuoH			
BOLPKDDJ_02746	mRNA	996	nuoH			
BOLPKDDJ_02746	CDS	996	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
BOLPKDDJ_02747	gene	549	nuoI			
BOLPKDDJ_02747	mRNA	549	nuoI			
BOLPKDDJ_02747	CDS	549	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
BOLPKDDJ_02748	gene	501	nuoJ			
BOLPKDDJ_02748	mRNA	501	nuoJ			
BOLPKDDJ_02748	CDS	501	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
BOLPKDDJ_02749	gene	309	nuoK			
BOLPKDDJ_02749	mRNA	309	nuoK			
BOLPKDDJ_02749	CDS	309	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
BOLPKDDJ_02750	gene	1848	nuoL			
BOLPKDDJ_02750	mRNA	1848	nuoL			
BOLPKDDJ_02750	CDS	1848	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
BOLPKDDJ_02751	gene	1530	nuoM			
BOLPKDDJ_02751	mRNA	1530	nuoM			
BOLPKDDJ_02751	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
BOLPKDDJ_02752	gene	1461	nuoN			
BOLPKDDJ_02752	mRNA	1461	nuoN			
BOLPKDDJ_02752	CDS	1461	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
BOLPKDDJ_02753	gene	810				
BOLPKDDJ_02753	mRNA	810				
BOLPKDDJ_02753	CDS	810				hypothetical protein
BOLPKDDJ_02754	gene	1059	ydiK_2			
BOLPKDDJ_02754	mRNA	1059	ydiK_2			
BOLPKDDJ_02754	CDS	1059	ydiK_2		COG0628	Putative transport protein YdiK
BOLPKDDJ_02755	gene	1683	mcpP			
BOLPKDDJ_02755	mRNA	1683	mcpP			
BOLPKDDJ_02755	CDS	1683	mcpP		COG0840	Methyl-accepting chemotaxis protein McpP
BOLPKDDJ_02756	gene	1326				
BOLPKDDJ_02756	mRNA	1326				
BOLPKDDJ_02756	CDS	1326				hypothetical protein
BOLPKDDJ_02757	gene	2145	mcpU_1			
BOLPKDDJ_02757	mRNA	2145	mcpU_1			
BOLPKDDJ_02757	CDS	2145	mcpU_1		COG0840	Methyl-accepting chemotaxis protein McpU
BOLPKDDJ_02758	gene	309				
BOLPKDDJ_02758	mRNA	309				
BOLPKDDJ_02758	CDS	309				hypothetical protein
BOLPKDDJ_02759	gene	1338	sasA_5			
BOLPKDDJ_02759	mRNA	1338	sasA_5			
BOLPKDDJ_02759	CDS	1338	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
BOLPKDDJ_02760	gene	672	qseB_2			
BOLPKDDJ_02760	mRNA	672	qseB_2			
BOLPKDDJ_02760	CDS	672	qseB_2			Transcriptional regulatory protein QseB
BOLPKDDJ_02761	gene	315				
BOLPKDDJ_02761	mRNA	315				
BOLPKDDJ_02761	CDS	315				hypothetical protein
BOLPKDDJ_02762	gene	309				
BOLPKDDJ_02762	mRNA	309				
BOLPKDDJ_02762	CDS	309				hypothetical protein
BOLPKDDJ_02763	gene	1083				
BOLPKDDJ_02763	mRNA	1083				
BOLPKDDJ_02763	CDS	1083				hypothetical protein
BOLPKDDJ_02764	gene	894				
BOLPKDDJ_02764	mRNA	894				
BOLPKDDJ_02764	CDS	894				hypothetical protein
BOLPKDDJ_02765	gene	267				
BOLPKDDJ_02765	mRNA	267				
BOLPKDDJ_02765	CDS	267				hypothetical protein
BOLPKDDJ_02766	gene	1194				
BOLPKDDJ_02766	mRNA	1194				
BOLPKDDJ_02766	CDS	1194				hypothetical protein
BOLPKDDJ_02767	gene	258				
BOLPKDDJ_02767	mRNA	258				
BOLPKDDJ_02767	CDS	258				hypothetical protein
BOLPKDDJ_02768	gene	1182	hmp			
BOLPKDDJ_02768	mRNA	1182	hmp			
BOLPKDDJ_02768	CDS	1182	hmp	1.14.12.17		Flavohemoprotein
BOLPKDDJ_02769	gene	1554	norR2			
BOLPKDDJ_02769	mRNA	1554	norR2			
BOLPKDDJ_02769	CDS	1554	norR2		COG3604	Nitric oxide reductase transcription regulator NorR2
BOLPKDDJ_02770	gene	357	queD			
BOLPKDDJ_02770	mRNA	357	queD			
BOLPKDDJ_02770	CDS	357	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
BOLPKDDJ_02771	gene	354				
BOLPKDDJ_02771	mRNA	354				
BOLPKDDJ_02771	CDS	354				hypothetical protein
BOLPKDDJ_02772	gene	210				
BOLPKDDJ_02772	mRNA	210				
BOLPKDDJ_02772	CDS	210				hypothetical protein
BOLPKDDJ_02773	gene	585				
BOLPKDDJ_02773	mRNA	585				
BOLPKDDJ_02773	CDS	585				hypothetical protein
BOLPKDDJ_02774	gene	444				
BOLPKDDJ_02774	mRNA	444				
BOLPKDDJ_02774	CDS	444				hypothetical protein
BOLPKDDJ_02775	gene	1080				
BOLPKDDJ_02775	mRNA	1080				
BOLPKDDJ_02775	CDS	1080				hypothetical protein
BOLPKDDJ_02776	gene	591				
BOLPKDDJ_02776	mRNA	591				
BOLPKDDJ_02776	CDS	591				hypothetical protein
BOLPKDDJ_02777	gene	426				
BOLPKDDJ_02777	mRNA	426				
BOLPKDDJ_02777	CDS	426				hypothetical protein
BOLPKDDJ_02778	gene	438				
BOLPKDDJ_02778	mRNA	438				
BOLPKDDJ_02778	CDS	438				hypothetical protein
BOLPKDDJ_02779	gene	435	xcpT_2			
BOLPKDDJ_02779	mRNA	435	xcpT_2			
BOLPKDDJ_02779	CDS	435	xcpT_2		COG2165	Type II secretion system protein G
BOLPKDDJ_02780	gene	1188	gspF			
BOLPKDDJ_02780	mRNA	1188	gspF			
BOLPKDDJ_02780	CDS	1188	gspF		COG1459	Putative type II secretion system protein F
BOLPKDDJ_02781	gene	1728				
BOLPKDDJ_02781	mRNA	1728				
BOLPKDDJ_02781	CDS	1728				hypothetical protein
BOLPKDDJ_02782	gene	744	tagG			
BOLPKDDJ_02782	mRNA	744	tagG			
BOLPKDDJ_02782	CDS	744	tagG		COG1682	Teichoic acid translocation permease protein TagG
BOLPKDDJ_02783	gene	753	tam_7			
BOLPKDDJ_02783	mRNA	753	tam_7			
BOLPKDDJ_02783	CDS	753	tam_7	2.1.1.144		Trans-aconitate 2-methyltransferase
BOLPKDDJ_02784	gene	975				
BOLPKDDJ_02784	mRNA	975				
BOLPKDDJ_02784	CDS	975		1.3.1.103		2-haloacrylate reductase
BOLPKDDJ_02785	gene	930	dmlR_17			
BOLPKDDJ_02785	mRNA	930	dmlR_17			
BOLPKDDJ_02785	CDS	930	dmlR_17			HTH-type transcriptional regulator DmlR
BOLPKDDJ_02786	gene	1242				
BOLPKDDJ_02786	mRNA	1242				
BOLPKDDJ_02786	CDS	1242				hypothetical protein
BOLPKDDJ_02787	gene	963	thadh			
BOLPKDDJ_02787	mRNA	963	thadh			
BOLPKDDJ_02787	CDS	963	thadh	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
BOLPKDDJ_02788	gene	192				
BOLPKDDJ_02788	mRNA	192				
BOLPKDDJ_02788	CDS	192				hypothetical protein
BOLPKDDJ_02789	gene	3954	rhsC			
BOLPKDDJ_02789	mRNA	3954	rhsC			
BOLPKDDJ_02789	CDS	3954	rhsC		COG3209	Protein RhsC
BOLPKDDJ_02790	gene	2070				
BOLPKDDJ_02790	mRNA	2070				
BOLPKDDJ_02790	CDS	2070				hypothetical protein
BOLPKDDJ_02791	gene	717	baeR_2			
BOLPKDDJ_02791	mRNA	717	baeR_2			
BOLPKDDJ_02791	CDS	717	baeR_2		COG0745	Transcriptional regulatory protein BaeR
BOLPKDDJ_02792	gene	1341	pfeS_2			
BOLPKDDJ_02792	mRNA	1341	pfeS_2			
BOLPKDDJ_02792	CDS	1341	pfeS_2	2.7.13.3	COG0642	Sensor protein PfeS
BOLPKDDJ_02793	gene	2241	pfeA_3			
BOLPKDDJ_02793	mRNA	2241	pfeA_3			
BOLPKDDJ_02793	CDS	2241	pfeA_3		COG4771	Ferric enterobactin receptor
BOLPKDDJ_02794	gene	915				
BOLPKDDJ_02794	mRNA	915				
BOLPKDDJ_02794	CDS	915				hypothetical protein
BOLPKDDJ_02795	gene	1017				
BOLPKDDJ_02795	mRNA	1017				
BOLPKDDJ_02795	CDS	1017				IS110 family transposase ISPa11
BOLPKDDJ_02796	gene	1206				
BOLPKDDJ_02796	mRNA	1206				
BOLPKDDJ_02796	CDS	1206		1.6.-.-	COG1252	NADH dehydrogenase-like protein
BOLPKDDJ_02797	gene	525	nsrR			
BOLPKDDJ_02797	mRNA	525	nsrR			
BOLPKDDJ_02797	CDS	525	nsrR			HTH-type transcriptional repressor NsrR
BOLPKDDJ_02798	gene	501				
BOLPKDDJ_02798	mRNA	501				
BOLPKDDJ_02798	CDS	501				hypothetical protein
BOLPKDDJ_02799	gene	327				
BOLPKDDJ_02799	mRNA	327				
BOLPKDDJ_02799	CDS	327				hypothetical protein
BOLPKDDJ_02800	gene	1104				
BOLPKDDJ_02800	mRNA	1104				
BOLPKDDJ_02800	CDS	1104				hypothetical protein
BOLPKDDJ_02801	gene	894	rhaR_2			
BOLPKDDJ_02801	mRNA	894	rhaR_2			
BOLPKDDJ_02801	CDS	894	rhaR_2			HTH-type transcriptional activator RhaR
BOLPKDDJ_02802	gene	282				
BOLPKDDJ_02802	mRNA	282				
BOLPKDDJ_02802	CDS	282				hypothetical protein
BOLPKDDJ_02803	gene	681	ycaC_3			
BOLPKDDJ_02803	mRNA	681	ycaC_3			
BOLPKDDJ_02803	CDS	681	ycaC_3	4.-.-.-	COG1335	putative hydrolase YcaC
BOLPKDDJ_02804	gene	1980	nfdA_2			
BOLPKDDJ_02804	mRNA	1980	nfdA_2			
BOLPKDDJ_02804	CDS	1980	nfdA_2	3.5.1.91		N-substituted formamide deformylase
BOLPKDDJ_02805	gene	1308	oprD_6			
BOLPKDDJ_02805	mRNA	1308	oprD_6			
BOLPKDDJ_02805	CDS	1308	oprD_6	3.4.21.-		Porin D
BOLPKDDJ_02806	gene	1590	entS_1			
BOLPKDDJ_02806	mRNA	1590	entS_1			
BOLPKDDJ_02806	CDS	1590	entS_1			Enterobactin exporter EntS
BOLPKDDJ_02807	gene	477				
BOLPKDDJ_02807	mRNA	477				
BOLPKDDJ_02807	CDS	477				hypothetical protein
BOLPKDDJ_02808	gene	234				
BOLPKDDJ_02808	mRNA	234				
BOLPKDDJ_02808	CDS	234				hypothetical protein
BOLPKDDJ_02809	gene	98				
BOLPKDDJ_02809	mRNA	98				
BOLPKDDJ_02809	tRNA	98				tRNA-Trp(cca)
BOLPKDDJ_02810	gene	1182				
BOLPKDDJ_02810	mRNA	1182				
BOLPKDDJ_02810	CDS	1182				hypothetical protein
BOLPKDDJ_02811	gene	396				
BOLPKDDJ_02811	mRNA	396				
BOLPKDDJ_02811	CDS	396				hypothetical protein
BOLPKDDJ_02812	gene	846				
BOLPKDDJ_02812	mRNA	846				
BOLPKDDJ_02812	CDS	846				hypothetical protein
BOLPKDDJ_02813	gene	1086				
BOLPKDDJ_02813	mRNA	1086				
BOLPKDDJ_02813	CDS	1086				hypothetical protein
BOLPKDDJ_02814	gene	975	cysK_2			
BOLPKDDJ_02814	mRNA	975	cysK_2			
BOLPKDDJ_02814	CDS	975	cysK_2	2.5.1.47	COG0031	Cysteine synthase A
BOLPKDDJ_02815	gene	615	rhtC_2			
BOLPKDDJ_02815	mRNA	615	rhtC_2			
BOLPKDDJ_02815	CDS	615	rhtC_2		COG1280	Threonine efflux protein
BOLPKDDJ_02816	gene	1092	spuE_5			
BOLPKDDJ_02816	mRNA	1092	spuE_5			
BOLPKDDJ_02816	CDS	1092	spuE_5		COG0687	Spermidine-binding periplasmic protein SpuE
BOLPKDDJ_02817	gene	864				
BOLPKDDJ_02817	mRNA	864				
BOLPKDDJ_02817	CDS	864				hypothetical protein
BOLPKDDJ_02818	gene	480				
BOLPKDDJ_02818	mRNA	480				
BOLPKDDJ_02818	CDS	480			COG1733	putative HTH-type transcriptional regulator
BOLPKDDJ_02819	gene	2310	napA_2			
BOLPKDDJ_02819	mRNA	2310	napA_2			
BOLPKDDJ_02819	CDS	2310	napA_2	1.9.6.1		Periplasmic nitrate reductase
BOLPKDDJ_02820	gene	339	fdxA_1			
BOLPKDDJ_02820	mRNA	339	fdxA_1			
BOLPKDDJ_02820	CDS	339	fdxA_1		COG1146	Ferredoxin 1
BOLPKDDJ_02821	gene	1236				
BOLPKDDJ_02821	mRNA	1236				
BOLPKDDJ_02821	CDS	1236		1.-.-.-		NADH oxidase
BOLPKDDJ_02822	gene	831	cpo			
BOLPKDDJ_02822	mRNA	831	cpo			
BOLPKDDJ_02822	CDS	831	cpo	1.11.1.10		Non-heme chloroperoxidase
BOLPKDDJ_02823	gene	489				
BOLPKDDJ_02823	mRNA	489				
BOLPKDDJ_02823	CDS	489				hypothetical protein
BOLPKDDJ_02824	gene	687				
BOLPKDDJ_02824	mRNA	687				
BOLPKDDJ_02824	CDS	687				hypothetical protein
BOLPKDDJ_02825	gene	639				
BOLPKDDJ_02825	mRNA	639				
BOLPKDDJ_02825	CDS	639				hypothetical protein
BOLPKDDJ_02826	gene	480				
BOLPKDDJ_02826	mRNA	480				
BOLPKDDJ_02826	CDS	480				hypothetical protein
BOLPKDDJ_02827	gene	393				
BOLPKDDJ_02827	mRNA	393				
BOLPKDDJ_02827	CDS	393				hypothetical protein
BOLPKDDJ_02828	gene	279				
BOLPKDDJ_02828	mRNA	279				
BOLPKDDJ_02828	CDS	279				hypothetical protein
BOLPKDDJ_02829	gene	540				
BOLPKDDJ_02829	mRNA	540				
BOLPKDDJ_02829	CDS	540				hypothetical protein
BOLPKDDJ_02830	gene	1830				
BOLPKDDJ_02830	mRNA	1830				
BOLPKDDJ_02830	CDS	1830				hypothetical protein
BOLPKDDJ_02831	gene	639				
BOLPKDDJ_02831	mRNA	639				
BOLPKDDJ_02831	CDS	639				hypothetical protein
BOLPKDDJ_02832	gene	3633				
BOLPKDDJ_02832	mRNA	3633				
BOLPKDDJ_02832	CDS	3633				hypothetical protein
BOLPKDDJ_02833	gene	2661				
BOLPKDDJ_02833	mRNA	2661				
BOLPKDDJ_02833	CDS	2661				hypothetical protein
BOLPKDDJ_02834	gene	1350				
BOLPKDDJ_02834	mRNA	1350				
BOLPKDDJ_02834	CDS	1350				hypothetical protein
BOLPKDDJ_02835	gene	225	symE			
BOLPKDDJ_02835	mRNA	225	symE			
BOLPKDDJ_02835	CDS	225	symE	3.1.-.-		Endoribonuclease SymE
BOLPKDDJ_02836	gene	954				
BOLPKDDJ_02836	mRNA	954				
BOLPKDDJ_02836	CDS	954				hypothetical protein
BOLPKDDJ_02837	gene	588				
BOLPKDDJ_02837	mRNA	588				
BOLPKDDJ_02837	CDS	588				hypothetical protein
BOLPKDDJ_02838	gene	3441				
BOLPKDDJ_02838	mRNA	3441				
BOLPKDDJ_02838	CDS	3441				hypothetical protein
BOLPKDDJ_02839	gene	528				
BOLPKDDJ_02839	mRNA	528				
BOLPKDDJ_02839	CDS	528				hypothetical protein
BOLPKDDJ_02840	gene	1374				
BOLPKDDJ_02840	mRNA	1374				
BOLPKDDJ_02840	CDS	1374				hypothetical protein
BOLPKDDJ_02841	gene	2379				
BOLPKDDJ_02841	mRNA	2379				
BOLPKDDJ_02841	CDS	2379				hypothetical protein
BOLPKDDJ_02842	gene	318				
BOLPKDDJ_02842	mRNA	318				
BOLPKDDJ_02842	CDS	318				hypothetical protein
BOLPKDDJ_02843	gene	77				
BOLPKDDJ_02843	mRNA	77				
BOLPKDDJ_02843	tRNA	77				tRNA-Pro(ggg)
BOLPKDDJ_02844	gene	357				
BOLPKDDJ_02844	mRNA	357				
BOLPKDDJ_02844	CDS	357				hypothetical protein
BOLPKDDJ_02845	gene	303	ihfA			
BOLPKDDJ_02845	mRNA	303	ihfA			
BOLPKDDJ_02845	CDS	303	ihfA		COG0776	Integration host factor subunit alpha
BOLPKDDJ_02846	gene	2379	pheT			
BOLPKDDJ_02846	mRNA	2379	pheT			
BOLPKDDJ_02846	CDS	2379	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
BOLPKDDJ_02847	gene	1017	pheS			
BOLPKDDJ_02847	mRNA	1017	pheS			
BOLPKDDJ_02847	CDS	1017	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
BOLPKDDJ_02848	gene	357	rplT			
BOLPKDDJ_02848	mRNA	357	rplT			
BOLPKDDJ_02848	CDS	357	rplT		COG0292	50S ribosomal protein L20
BOLPKDDJ_02849	gene	195	rpmI			
BOLPKDDJ_02849	mRNA	195	rpmI			
BOLPKDDJ_02849	CDS	195	rpmI		COG0291	50S ribosomal protein L35
BOLPKDDJ_02850	gene	534	infC			
BOLPKDDJ_02850	mRNA	534	infC			
BOLPKDDJ_02850	CDS	534	infC		COG0290	Translation initiation factor IF-3
BOLPKDDJ_02851	gene	1923	thrS			
BOLPKDDJ_02851	mRNA	1923	thrS			
BOLPKDDJ_02851	CDS	1923	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
BOLPKDDJ_02852	gene	864	rutD_1			
BOLPKDDJ_02852	mRNA	864	rutD_1			
BOLPKDDJ_02852	CDS	864	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
BOLPKDDJ_02853	gene	327				
BOLPKDDJ_02853	mRNA	327				
BOLPKDDJ_02853	CDS	327				hypothetical protein
BOLPKDDJ_02854	gene	177				
BOLPKDDJ_02854	mRNA	177				
BOLPKDDJ_02854	CDS	177				hypothetical protein
BOLPKDDJ_02855	gene	90				
BOLPKDDJ_02855	mRNA	90				
BOLPKDDJ_02855	CDS	90				hypothetical protein
BOLPKDDJ_02856	gene	288				
BOLPKDDJ_02856	mRNA	288				
BOLPKDDJ_02856	CDS	288				hypothetical protein
BOLPKDDJ_02857	gene	234				
BOLPKDDJ_02857	mRNA	234				
BOLPKDDJ_02857	CDS	234				hypothetical protein
BOLPKDDJ_02858	gene	783	map_1			
BOLPKDDJ_02858	mRNA	783	map_1			
BOLPKDDJ_02858	CDS	783	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
BOLPKDDJ_02859	gene	222				
BOLPKDDJ_02859	mRNA	222				
BOLPKDDJ_02859	CDS	222				hypothetical protein
BOLPKDDJ_02860	gene	714	nucM			
BOLPKDDJ_02860	mRNA	714	nucM			
BOLPKDDJ_02860	CDS	714	nucM	3.1.21.-	COG2356	Nuclease NucM
BOLPKDDJ_02861	gene	519				
BOLPKDDJ_02861	mRNA	519				
BOLPKDDJ_02861	CDS	519				hypothetical protein
BOLPKDDJ_02862	gene	231				
BOLPKDDJ_02862	mRNA	231				
BOLPKDDJ_02862	CDS	231				hypothetical protein
BOLPKDDJ_02863	gene	234				
BOLPKDDJ_02863	mRNA	234				
BOLPKDDJ_02863	CDS	234				hypothetical protein
BOLPKDDJ_02864	gene	900				
BOLPKDDJ_02864	mRNA	900				
BOLPKDDJ_02864	CDS	900				hypothetical protein
BOLPKDDJ_02865	gene	318				
BOLPKDDJ_02865	mRNA	318				
BOLPKDDJ_02865	CDS	318				hypothetical protein
BOLPKDDJ_02866	gene	444	yqaA			
BOLPKDDJ_02866	mRNA	444	yqaA			
BOLPKDDJ_02866	CDS	444	yqaA		COG1238	Inner membrane protein YqaA
BOLPKDDJ_02867	gene	375				
BOLPKDDJ_02867	mRNA	375				
BOLPKDDJ_02867	CDS	375				hypothetical protein
BOLPKDDJ_02868	gene	330	yqjD_1			
BOLPKDDJ_02868	mRNA	330	yqjD_1			
BOLPKDDJ_02868	CDS	330	yqjD_1		COG4575	putative protein YqjD
BOLPKDDJ_02869	gene	198				
BOLPKDDJ_02869	mRNA	198				
BOLPKDDJ_02869	CDS	198				hypothetical protein
BOLPKDDJ_02870	gene	231				
BOLPKDDJ_02870	mRNA	231				
BOLPKDDJ_02870	CDS	231				hypothetical protein
BOLPKDDJ_02871	gene	471	eco			
BOLPKDDJ_02871	mRNA	471	eco			
BOLPKDDJ_02871	CDS	471	eco		COG4574	Ecotin
BOLPKDDJ_02872	gene	462				
BOLPKDDJ_02872	mRNA	462				
BOLPKDDJ_02872	CDS	462				hypothetical protein
BOLPKDDJ_02873	gene	444				
BOLPKDDJ_02873	mRNA	444				
BOLPKDDJ_02873	CDS	444				hypothetical protein
BOLPKDDJ_02874	gene	888	yhaJ_2			
BOLPKDDJ_02874	mRNA	888	yhaJ_2			
BOLPKDDJ_02874	CDS	888	yhaJ_2			HTH-type transcriptional regulator YhaJ
BOLPKDDJ_02875	gene	315				
BOLPKDDJ_02875	mRNA	315				
BOLPKDDJ_02875	CDS	315				hypothetical protein
BOLPKDDJ_02876	gene	1278	oprD_7			
BOLPKDDJ_02876	mRNA	1278	oprD_7			
BOLPKDDJ_02876	CDS	1278	oprD_7	3.4.21.-		Porin D
BOLPKDDJ_02877	gene	372				
BOLPKDDJ_02877	mRNA	372				
BOLPKDDJ_02877	CDS	372				hypothetical protein
BOLPKDDJ_02878	gene	345				
BOLPKDDJ_02878	mRNA	345				
BOLPKDDJ_02878	CDS	345				hypothetical protein
BOLPKDDJ_02879	gene	210				
BOLPKDDJ_02879	mRNA	210				
BOLPKDDJ_02879	CDS	210				hypothetical protein
BOLPKDDJ_02880	gene	189				
